Data Source,World Development Indicators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013
Cuba,CUB,"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,,,,,,,,,,,13.32867471,13.32695728,13.32699522,13.33063715,13.33774091,13.32103963,13.31836693,13.3271849,13.34883765,13.37320892,13.23735047,13.30498286,13.37121382,13.45673242,13.49433023,12.54402802,13.64256256,13.69715455,13.87859419,13.67876565,13.99482784,13.30896183,13.13330206,10.26560278,9.585068386,8.766641216,9.674596308,9.641027646,8.569985461,8.001776085,8.411051663,8.533021625,7.933904921,7.79660787,7.09758456,5.622879996,4.484300793,4.970419617,4.958808681,5.046184665,4.991954666,4.999046475,,
Curacao,CUW,"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cayman Islands,CYM,"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cyprus,CYP,"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,,,,,,,,,,,,,,,,15.71984436,15.90296496,13.21200662,10.91806515,10.24134646,9.5883204,9.257990868,9.269196995,7.900061804,8.94272469,7.488868061,7.327128344,7.431749242,7.174707922,6.929859444,6.859177525,6.191348562,5.72367785,5.612727883,5.067521297,5.065998661,4.574798061,4.038761538,4.173650614,3.974263756,3.602588888,3.751756097,3.734116978,3.412616837,3.001522316,2.788366143,2.398726527,2.215325263,2.083345217,,,,,
Czech Republic,CZE,"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.771709833,4.775872108,4.465328912,4.12427684,3.759916147,3.876713255,3.579269551,3.598109638,3.485587165,2.937399638,2.734983746,2.753676074,2.553261052,2.450740879,2.392847242,2.307321831,1.920872059,1.656551564,2.317166817,2.35884136,2.38598282
Germany,DEU,"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.217166643,1.10689014,1.044928678,1.06979177,1.094530339,1.142644996,1.133319477,1.073012219,1.059086461,1.110519799,1.20527108,0.994553881,0.916501159,1.069300342,0.8019498,0.821078666,0.87092729,0.955796121,0.750572731,0.796810967,0.790615404,0.83710758,0.776738594
Djibouti,DJI,"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.289621703,3.0619576,3.18270459,3.305112079,3.524247617,3.594062655,3.235423173,3.572617922,3.533751193,3.481328876,3.489712132,3.544197839,3.538367668,3.581828581,3.613000787,3.618258228,3.533525074,3.50676208,3.855276533,,,,,,
Dominica,DMA,"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,,,,,,,,,,,,,,,,,,37.61792453,39.1201737,32.89224953,30.68039516,31.71800405,30.4400978,29.09876954,28.02308945,27.94697241,30.24440321,29.77823052,28.45373097,23.97795947,25.00811162,23.78976826,22.39658532,21.47693581,21.72610614,18.88431733,19.90548721,19.39426605,18.84828388,18.71893759,14.14215278,13.26051514,12.66461328,12.9242772,13.34048366,13.95480608,13.09905216,13.27236999,14.58622129,13.87923894,12.78929338,13.28777945,14.86146545,
Denmark,DNK,"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,,,,,,,7.826699794,6.934429959,6.582679335,6.705625065,,,,,,,,,,,,,,,,,,,,,3.875529825,3.571164549,3.286431509,3.169808853,3.082766425,3.381405673,3.302840992,3.089715127,2.527117797,2.26647061,2.513462082,2.743014455,2.096398967,1.893151584,1.843345558,1.324515455,1.214252937,1.041614426,0.951268269,0.992389399,1.426584537,1.410585263,1.44320221,1.496412637
Dominican Republic,DOM,"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,,,,,,23.24062689,21.9127953,20.33243139,20.32249036,21.30028499,23.23953044,22.23955833,20.5806877,22.22885748,22.15271972,21.47084098,19.0489458,20.06714342,18.56358981,18.67316462,20.14779049,18.57712998,17.71722776,17.22338105,18.53752141,13.10040852,17.36714612,11.86862834,15.7470965,13.82777731,13.42282548,13.34079994,12.53562527,11.23150938,10.29788892,10.00591168,9.27138359,9.063553341,8.717208505,8.02517856,7.245164837,7.461964363,7.209847318,6.419084071,6.988037112,7.453918544,7.058109568,6.571333055,6.309061968,6.214328653,6.220920939,5.960978315,6.050989255,6.054096213
Algeria,DZA,"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,,,,,,12.87621342,9.137255611,10.33066569,10.85337364,9.030164853,9.205465831,9.569175114,8.420845606,7.039760173,7.36662914,10.41840822,9.92688073,8.470140695,8.805621482,9.016628593,8.509234372,9.235127691,8.389786561,7.746150486,7.530864287,8.995894092,10.17942175,12.87465983,12.16765644,13.03901512,11.35826744,10.167058,12.12684641,12.09707289,10.05843691,10.49781797,11.76669856,9.482320157,12.53328136,12.20107884,8.879883556,10.19560484,9.765767743,10.31836707,9.903523044,8.01299569,7.745495309,7.6884525,6.680704895,9.533988315,8.620939184,8.325329378,9.29983029,
East Asia & Pacific (developing only),EAP,"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,27.39647277,36.70354479,40.00409133,40.50239378,38.56916743,38.47173777,37.82338116,39.67201623,40.88456979,37.64451596,35.13665842,33.82841484,32.5492068,33.11549378,33.00811729,31.70000716,31.89167873,29.0852013,27.94409785,30.09413454,28.74813832,29.81507954,30.79044952,30.53332498,29.66579654,27.01602108,26.07415221,25.82016728,25.00450365,24.28273987,25.22362225,23.15273328,21.06971095,19.19012841,19.25095009,19.28153376,18.9487312,17.71803148,17.38635929,16.53767648,14.88060069,14.27159628,13.84218623,13.14299939,13.49124951,12.16114289,11.41040644,11.27809103,11.42953977,11.13637189,11.02543836,11.07880064,10.91148105,10.67152637
East Asia & Pacific (all income levels),EAS,"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.682812692,7.525989055,7.420938837,6.906725017,6.808399749,6.557997012,5.875321265,5.63038303,5.484415697,5.149535494,5.227025923,4.720595241,4.462220508,4.356009026,4.382202686,4.320462432,4.288173457,4.280100452,4.250029773,
Europe & Central Asia (developing only),ECA,"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,22.50726548,21.74052474,,,,,18.85618536,18.34204596,18.0662406,19.90738047,17.61848222,17.53712998,17.5121838,17.35334876,16.91417457,16.81386988,15.63547853,14.04548746,12.7537051,12.42035983,11.81879984,12.00496795,11.41677153,11.21043471,10.26030303,9.208661508,8.299109591,8.316844221,8.458397038,8.470946801,9.194418128,8.923814109,8.571171054
Europe & Central Asia (all income levels),ECS,"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.475864518,4.137344744,3.782646845,3.70423133,3.635257443,3.675053865,3.615981561,3.420455888,3.178968593,3.036389216,2.919527275,2.855412999,2.716987335,2.605087635,2.571877138,2.285301308,2.122037244,2.090660684,2.042369051,1.933929264,2.004971193,1.991619858,1.96716159,1.944814401
Ecuador,ECU,"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,32.7205736,32.98989272,33.99416138,33.28802752,31.31464915,32.54323816,29.26362455,29.85114264,30.81644628,27.44394143,27.35802687,26.56744726,27.21882489,26.90550409,25.02207386,23.15287797,20.86046753,19.50467434,19.06680798,16.71593274,16.73662709,16.25205359,16.36077834,17.39095962,19.28720211,19.63764726,21.85230531,22.36169843,23.03752846,23.39582878,21.42761954,21.7342575,19.68202561,24.30918799,22.96580361,22.62255984,21.39172116,20.90989665,18.32287554,18.32826619,16.33739326,13.74486796,12.21924278,11.65610192,10.3702494,10.03785881,9.895465882,9.837194744,9.298670237,10.50300123,10.50285139,10.28531548,9.78296061,9.861023586
"Egypt, Arab Rep.",EGY,"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,,,,,,28.60093926,27.94487896,28.55649715,29.43541237,29.84751145,29.42856019,29.16592023,31.07698318,30.66531995,30.49797521,29.03481013,28.2887258,27.05070302,25.34087362,20.90736164,18.26365937,20.09424982,19.56510978,19.63770731,20.05036289,19.98622958,20.78606661,20.49457653,18.95957724,19.67336262,19.36663921,17.57403009,16.54242047,16.71250684,16.87458197,16.77922622,17.25984546,16.95435335,17.11367707,17.31736085,16.74074262,16.55871103,16.46219947,16.33866623,15.17611233,14.86467224,14.06986666,14.07021828,13.22384993,13.68036616,13.98981905,14.5170221,14.46551408,14.50831603
Euro area,EMU,"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.77947683,2.63235384,2.432565433,2.479394449,2.769520307,2.782287989,2.702719428,2.583812464,2.43490191,2.356141721,2.326946938,2.155039807,2.057993226,2.036937159,1.850996096,1.727262083,1.761875858,1.689290042,1.524976057,1.653342218,1.653322794,1.68324753,1.674163527
Eritrea,ERI,"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.55896178,22.40599378,24.36763657,20.93939941,17.99476809,16.85999278,25.52899258,24.88204328,13.43563024,16.24869386,15.0595353,12.87451098,11.57568189,24.2091126,26.10861635,25.38333619,17.38247062,14.52884277,,,,
Spain,ESP,"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.318195613,4.872989401,4.800635225,4.65607215,4.291581853,4.226665122,4.099585896,3.863690288,3.79687584,3.458647611,3.055851633,2.655468934,2.729944291,2.508452613,2.375250979,2.586483175,2.491138428,2.458645717,2.58355096
Estonia,EST,"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.770268632,5.402663202,5.169533095,5.991178524,4.388253586,4.778755128,4.623158643,4.139046531,3.953548719,3.824568066,3.491592697,3.117986937,3.503176805,2.802325669,2.475239085,3.296411829,4.002089423,4.138689717,3.894384967
Ethiopia,ETH,"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,59.23152244,57.44550207,58.60114427,52.20046521,56.4584107,54.98678636,52.97803159,52.5956239,52.22463658,53.06208768,62.55397489,67.2453724,63.58427078,56.75802135,56.12787518,55.37848044,58.87470171,53.53714823,49.59830799,48.71262447,46.560702,42.49821163,40.92608321,43.16566718,45.60912628,46.80307926,46.37513869,49.40327182,49.59987042,45.64340273,45.57335007,48.59706479,
European Union,EUU,"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.924588575,2.825159477,2.714988893,2.72679232,2.909415597,2.856364089,2.747584066,2.566497586,2.398573448,2.288564687,2.271640117,2.09656721,2.016595406,2.028298134,1.769160588,1.661706871,1.67825265,1.634080761,1.471584494,1.587467526,1.543159494,1.549223779,1.528931832
Fragile and conflict affected situations,FCS,"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.10957663,23.87671214,21.74035199,19.45936551,18.9066388,18.95771521,,,,,,
Finland,FIN,"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,,,,,,16.5045801,14.7340263,13.85102182,14.09254301,13.61438096,,,,,,10.82931003,10.30649687,9.709221271,9.301588739,9.128711332,9.648295378,8.678748729,8.859546374,8.59863491,8.349472778,7.947913772,7.59803014,6.149792481,6.16962598,6.18944284,6.335443856,5.668750169,5.032850054,5.140896102,4.963802901,4.483663248,4.10704761,4.114671527,3.472291019,3.47192699,3.497147224,3.262749727,3.17887974,3.064166125,2.869615701,2.770101329,2.419685768,3.00667159,2.746039071,2.831315254,2.883774749,2.896136231,2.71630022,2.835235163
Fiji,FJI,"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,,,,41.42705005,36.84738956,33.81088825,31.98529412,29.58226769,29.70679012,27.61565836,28.53759621,24.7428262,24.98915401,25.18295936,25.57856273,25.61117102,25.76236986,23.32839148,21.94401244,21.55504234,22.14206123,19.89095304,20.27005442,18.40649382,15.98843764,18.31476359,20.89684597,23.0332252,19.53016529,22.15628193,20.4114306,20.65041502,20.14180988,19.78215039,20.88487685,20.05493498,20.05119454,17.33348841,16.76672232,19.06401389,17.06107252,14.85260021,15.3173612,14.76314364,14.52800095,14.06289715,14.49801474,13.90617849,14.44141113,12.73477529,12.19433387,13.35143489,12.73981244,
France,FRA,"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,,,,,,,,,,,7.892946309,7.21763302,8.062363482,7.988646042,6.388860376,5.680882174,5.408238534,5.081086771,4.931145985,4.920096137,4.282494934,4.203395559,4.825027741,4.295033587,4.01535044,3.999252959,3.863266382,3.68617082,3.407239047,3.725957248,3.724315096,3.11352614,3.061330525,2.723320237,2.861302956,2.905343578,2.859224647,2.778938793,2.797470926,2.64938617,2.468438389,2.479958407,2.352518784,2.151504836,2.128398081,1.96862676,1.785378846,1.895225317,1.77847336,1.538682376,1.827013512,1.904456507,1.968773811,1.799351544
Faeroe Islands,FRO,"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Micronesia, Fed. Sts.",FSM,"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,44.54365079,,,,,,,,,,,,25.32123604,24.55520532,24.4081872,26.97357839,25.4118205,25.89368248,24.73219868,24.94898691,25.06247445,23.71082414,24.42119493,24.45100108,27.05119809,27.9982093,26.77185524,26.53616689,28.21253816,,
Gabon,GAB,"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,32.18653895,35.21184391,35.88546584,44.08357346,30.18042886,26.30630631,25.16556708,24.10181138,18.38133926,18.6215506,18.54749306,13.7963844,13.0875576,11.60769708,8.205542104,6.401386246,5.006257822,5.462184874,6.509643917,7.446478436,6.757355674,6.117198666,6.1233081,6.500037143,6.104613803,6.751082972,9.244930856,10.9925986,10.07617545,8.685885436,7.324447735,7.623666432,8.25138827,8.48423088,9.086015128,8.031674208,7.09283164,7.217522756,7.020793951,7.293625914,6.213624522,6.37103077,6.086349354,6.069733739,5.63539991,4.88744011,4.940398678,4.846147892,4.058667239,5.360189411,4.060740307,3.803702705,4.018808899,
United Kingdom,GBR,"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.511350567,1.490754227,1.470180207,1.478379721,1.519478837,1.569365601,1.363270277,1.208845861,1.067465104,0.995674794,0.897981114,0.821107531,0.830368719,0.863051159,0.886945035,0.629709766,0.593937291,0.627903711,0.693081078,0.577304159,0.681741336,0.693498907,0.6570064,0.642815648
Georgia,GEO,"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,24.33460076,25.19616391,23.0388109,23.77850163,25.70556827,25.49467275,26.796875,24.24242424,24.41348974,23.30827068,31.5455187,28.74015748,52.89295393,58.57762866,65.8647977,52.15358327,34.13638087,29.23739693,27.56313487,26.2358994,21.9334932,22.42663565,20.61035115,20.55453112,17.91728974,16.68900504,12.81950091,10.69548298,9.387914502,9.35848497,8.381400664,9.332096492,8.613897882,9.311700955
Ghana,GHA,"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,45.20076482,39.67679691,42.24079512,40.22812914,39.35873187,49.90223042,47.9072503,45.04504397,47.15101808,52.26342129,53.89190675,50.19324257,52.27082686,53.2532092,56.17868873,53.1052992,56.36860853,60.9395825,65.04714516,63.39004451,60.05584499,55.26591169,59.35742733,,51.90365206,48.43166396,48.02698522,50.7037751,49.71706333,49.41911172,45.06751919,45.55956599,44.96375866,41.36654228,41.97789065,42.70310968,43.8782099,40.05234564,40.23304031,39.92778978,39.41371832,39.32504243,39.21139752,40.238459,41.5473174,40.93535116,30.40495014,29.05000712,30.96207451,31.80551272,29.75470233,25.34362954,22.96303338,21.95960398
Guinea,GIN,"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,23.92811788,24.65335374,23.46497427,24.06949632,23.77756121,18.84587373,17.07420142,17.99168415,20.8734761,19.23793944,18.02058138,21.0365096,22.11206077,22.46524098,22.37536701,23.22819402,23.41864733,22.32895807,25.050721,24.15815584,23.844708,25.34594657,24.94568628,25.86251494,22.04438806,22.06066424,20.54468146,20.23735654
"Gambia, The",GMB,"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,,,,,,,32.23559215,32.26371062,32.24489796,32.19978746,30.24323084,30.34934498,32.26351351,32.2265625,32.2147651,32.05282113,32.63915445,30.99635413,27.94363839,26.69292678,27.01856286,30.62806763,35.44931562,32.28870372,28.00503461,26.37806618,28.81144991,30.56124654,27.40434219,25.9160407,24.34255451,18.15887099,17.32568903,17.20643225,19.23072695,21.35873796,17.94588574,20.58034213,19.20353932,24.01224522,24.53228467,25.42563205,24.12493172,26.74829086,26.84873381,27.06581974,21.81605754,20.46181287,25.19918734,26.21908051,28.95275067,18.88562397,20.25454529,
Guinea-Bissau,GNB,"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,,,,,,,,,,,47.45551601,44.85066754,45.78120928,42.88256622,41.3797499,47.77204139,48.08963154,46.15433779,51.61291255,51.58868583,44.28716498,53.27753331,46.76550829,42.45,41.31736374,46.48737923,45.26131832,57.56832473,58.13395346,50.17133454,60.80318713,54.11244929,49.36667293,55.22548051,55.59375551,55.05516338,57.6006141,54.60478466,62.38272748,58.69346754,,,,,,,,,,,,,,
Equatorial Guinea,GNQ,"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greece,GRC,"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,,,,,,17.79847381,17.16559154,16.3507999,14.11902749,13.59619542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.883399903,3.720821051,3.491418863,3.118307362,3.094464129,3.226883988,3.371800665,3.380225137,3.707586243
Grenada,GRD,"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,,,,,,,,,,,,,,,,,,27.14250228,24.24643046,26.23963397,24.70735786,25.42701092,21.60321015,20.36732334,19.94140863,17.07863667,16.80866252,18.71174027,17.90163606,15.44929174,13.39500573,13.14197111,11.23938485,10.62155862,10.1143626,10.12533714,8.625263793,8.371190403,7.860500143,8.012501486,5.986054,6.162144259,7.232362321,6.805846944,5.793989202,3.435402795,4.526283403,4.163612615,4.383304689,5.325333252,5.292777207,5.608972781,5.414721877,
Greenland,GRL,"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guatemala,GTM,"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.08682551,15.17491383,14.3938945,13.96625524,13.38352932,12.18525324,12.40599497,11.97229227,12.42892301,11.79334132,11.81870244,11.24090676,11.30658041
Guam,GUM,"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guyana,GUY,"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,26.2195122,26.39805488,25.68807339,26.98645185,24.4170553,24.05413719,21.68956445,21.36569752,19.69397828,20.41562,19.17021277,20.40529695,19.63444507,18.44205413,30.36330191,31.1070606,22.72946092,20.67883068,22.59399553,22.34755261,23.35329341,22.22222222,23.36,24.25,24.71509972,26.83374083,26.67392581,29.94670348,26,39.91624619,38.08179636,38.37665877,40.75412754,36.15238622,36.98946761,41.23121515,38.8934805,35.44860886,34.60667108,34.6400871,31.08820789,30.30351675,30.82318464,31.43654452,31.30532156,34.6028932,27.04846318,24.40702576,26.3490274,23.97447914,21.03301889,21.34602888,21.4556712,
High income,HIC,"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.256293931,2.79282366,2.628299547,2.548368847,2.421744063,2.386993335,2.423401794,2.272388623,2.078781896,2.014344545,1.911959007,1.875433313,1.745101636,1.734851952,1.768761223,1.581158319,1.454954871,1.473746083,1.481590305,1.392181882,1.444346616,1.436001639,,
"Hong Kong SAR, China",HKG,"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.089414899,0.091294646,0.089792487,0.07675183,0.075020274,0.069217472,0.064729874,0.063992555,0.056085964,0.067931565,0.055515702,0.050615754,0.05644825,
Honduras,HND,"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,37.40936058,38.80135928,38.76023722,37.59989345,37.85731444,40.03239741,39.58208955,38.63221329,37.95323619,35.87134887,32.44070231,31.31159818,30.92783369,30.87613174,29.41176471,27.33103022,28.54771936,30.62755798,27.17739688,25.580235,23.66645133,22.39190642,21.64022149,21.14863785,20.82210243,21.85461379,20.57008503,20.90748645,21.19737245,21.07822183,22.43635782,22.74060731,20.37071557,20.58989484,24.34393581,21.53497211,22.32264334,23.0092828,19.13331558,15.93910325,15.87899606,14.58876063,13.45197451,12.75922095,13.36174725,13.65241192,12.98327585,13.00738542,13.1105835,11.67196921,12.49121425,15.29918642,14.77048932,13.39257378
Heavily indebted poor countries (HIPC),HPC,"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,,,,,,,,,,,37.02129121,36.80355111,36.70271728,36.94197207,36.24665232,36.1258426,35.89414142,37.35112223,37.08378759,36.1031691,34.33923786,35.20630151,34.78502283,32.81113443,32.70787242,33.92345856,33.92946981,33.99432445,35.33379954,35.32818859,35.31752895,36.34864277,36.49146334,35.98743419,33.79474328,34.55477575,34.67972272,35.22513647,33.95368686,32.82986659,30.65647749,30.57017891,30.00363649,29.42797855,27.91114583,28.4061952,27.52022126,26.73225403,27.85788594,28.01502769,27.40309251,26.91765733,27.70914838,
Croatia,HRV,"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.89858131,10.88340433,14.84481449,13.94186716,11.54326696,7.293621822,7.047707294,6.60107185,6.906527626,7.00428497,6.475898513,6.477140375,6.375289739,5.236240055,5.592123037,5.049453479,5.185406491,4.880900135,5.007777621,5.098925442,4.926320396,4.729028203,4.829912033,4.750154489
Haiti,HTI,"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hungary,HUN,"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,20.40747986,18.45598184,18.9963209,19.07374285,20.18437605,18.96810393,20.93075576,20.31901264,21.10774067,21.77484953,18.96775244,19.66962095,18.69697675,19.44152934,18.19110774,17.24060617,17.63039427,17.74086617,16.86692209,16.06104891,19.13392633,19.44738234,19.57833033,19.0635931,18.98411059,17.893366,18.30781403,17.04182236,16.61029108,15.62504347,14.54136175,9.748945173,8.232743558,7.470962166,7.712571916,8.040250855,8.007971764,7.077386786,6.674754086,5.883030553,5.53758639,5.308697711,4.638699107,4.304107964,4.851492448,4.184305244,4.00822798,4.024421334,4.283256405,3.371862836,3.526911278,,,
Indonesia,IDN,"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,51.45631068,45.76612903,56.28104783,55.13880288,52.77630096,55.99120621,50.80905551,51.41096979,48.6083745,46.96003777,44.94242101,42.72434465,38.3629095,38.24901082,31.12686401,30.17749216,29.65284961,29.57554087,28.09998861,27.29387661,23.97190952,23.36288294,23.94467361,22.88592986,22.71755877,23.20694946,24.22026645,23.33017392,22.48330201,21.65809706,19.41040263,18.2566921,18.67809847,17.87982746,17.28626174,17.13835388,16.67238699,16.09212141,18.08286038,19.61266996,15.60197123,15.29026521,15.45645173,15.18534852,14.33577983,13.12661836,12.97380272,13.7166831,14.48174026,15.29014815,15.28607319,14.71114133,14.50223815,14.43242308
Isle of Man,IMN,"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,IND,"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,42.56113079,41.77396999,39.88879801,41.07578477,42.95912713,40.91357105,41.81413067,44.52619871,43.52204351,43.28511059,41.95454129,40.28151791,40.27729047,43.30957251,40.30983872,37.61798377,35.75331226,37.09042616,35.46784067,33.62535002,35.38941799,34.0687992,32.8793374,33.54485061,32.21043288,30.8926173,29.73839588,29.1824395,30.19921335,28.97085052,29.02333395,29.38952435,28.73564928,28.67697144,28.27199437,26.25640452,27.12742197,25.88700833,25.79098082,24.50227807,23.02185278,22.92230619,20.69574147,20.7427547,19.02855235,18.81054342,18.28822509,18.2562719,17.78433572,17.73663649,18.20542941,17.86407554,17.51994517,18.20283992
Not classified,INX,"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ireland,IRL,"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.174831714,6.475294186,5.283225583,4.529079631,3.639173588,3.642266858,3.188322005,2.564939571,2.339691314,2.365220329,1.759530067,1.452371672,1.536228223,1.405547063,1.123099282,1.538686518,1.868077523,1.57657291,
"Iran, Islamic Rep.",IRN,"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,,,,,,27.49121388,26.17617015,24.86736203,23.99935712,22.12202373,19.9911087,19.51795283,18.45834669,14.98575758,10.15980558,10.0092548,9.852014455,8.75940036,11.42551149,12.50036611,16.47578273,19.98357156,18.72909441,16.84435492,18.80633137,19.44386566,23.09539057,24.53608424,23.17144622,23.49608727,19.10222093,18.53608597,18.65598378,15.31186538,15.54325359,18.37269451,15.6114971,14.79329344,17.27458606,15.06054264,13.72451564,12.82507212,12.03584186,11.97238428,11.22681015,10.18908055,10.36458415,10.21669258,,,,,,
Iraq,IRQ,"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iceland,ISL,"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.721074806,9.834347378,9.180382662,8.474790101,8.826678181,8.927052426,7.473223157,6.374323012,5.848296602,5.95384974,5.409997354,5.590358463,7.306756482,,,,
